token_id,name,bio,current_price(eth),cumulative,shooting,finish,defense,vision,background,fur,mouth,eyes,clothes,head,head_accessory,jewellery
6045,,,,186,56,38,56,36,Brown,Brown,Scream,Bloodshot,Fusion Gi,,,
6046,,,,236,58,65,64,49,Yellow,Brown,Shows Teeth,Angry,Tracksuit,Bowler,,
6047,,,,161,41,42,25,53,Red,Grey,Saber Toothed,Closed,Red Kimono,Cap Forward,,
6048,,,,178,38,66,38,36,Cyan,Green,Gold Smirk,Regular,Biker Jacket,Beanie,Vibe Glasses,
6049,,,,257,71,55,67,64,Light Blue,Green,Missing Teeth,Sad,Dress,RKL Cap Forward,,
6050,,,,144,23,43,22,56,Light Grey,Grey,Gold Scream,Angry,,Red Bandana,,
6051,,,,176,36,58,43,39,Grey,Pink,Regular,Regular,Tracksuit,RKL Cap Sideways,,
6052,,,,215,51,48,55,61,Brown,Brown,Scream,Sad,Cyan Jersey,RKL Cap Forward,,
6053,,,,181,50,51,45,35,Brown,Brown,Gold Saber Toothed,Angry,Shaolin Vest,Green Beret,,
6054,,,,262,77,60,60,65,Brown,Green,Kiss,Bloodshot,Biker Jacket,Ski Glasses,Vibe Glasses,
6055,,,,213,39,35,41,98,Red,Brown,Full Beard,Angry Wink,Cyan Jersey,,,
6056,,,,197,35,69,42,51,Yellow,Green,Gold Smirk,Closed,Striped Tee,Cap Forward,,
6057,,,,160,27,44,38,51,Yellow,Red,Gold Smirk,Sad,,,,
6058,,,,155,50,47,40,18,Grey,Pink,Missing Teeth,Angry Wink,Trippy Tee,,Red Shades,
6059,,,,242,66,45,69,62,Brown,Pink,Shows Teeth,Wide,White Tee,King Band,,
6060,,,,168,47,25,45,51,Yellow,Black,Regular,Angry,Biker Jacket,King Band,,
6061,,,,180,62,57,23,38,Brown,Pink,Shows Teeth,Regular,,RKL Cap Forward,,
6062,,,,212,55,68,58,31,Grey,Brown,Kiss,Angry Scar,Green Kimono,Cap Forward,Broken Glasses,
6063,,,,217,59,49,54,55,Gold,Red,Scream,Sad,Cheetah Dego Tee,Blue Pigtails,Blue Shades,
6064,,,,213,74,20,67,52,Grey,Brown,Cigar,Closed,Dego Tee Blooded,Horse Jockey Hat,Exotic Earring,
6065,,,,195,37,61,55,42,Brown,Black,Gold Smirk,Closed Scar,Biker Jacket,Purple Bandana,,
6066,,,,197,58,79,31,29,Grey,Brown,Gold Saber Toothed,Wide Scar,Red Kimono,Beanie,,
6067,,,,198,50,65,35,48,Grey,Green,Kiss,Angry Wink,,Blonde Bun,,
6068,,,,223,36,54,62,71,Red,Brown,Regular,Wide,Yellow Suit,RKL Cap Sideways,Red Shades,
6069,,,,164,32,26,37,69,Dark Blue,White Noise,Gold Saber Toothed,Bloodshot,Striped Tee,Red Bandana,,
6070,,,,181,54,45,51,31,Light Grey,Brown,Scream,Regular,Shirt And Tie,RKL Cap Sideways,,
6071,,,,221,72,69,71,9,Gold,Sky Blue,Saber Toothed,Closed,RKL Tee,,,
6072,,,,189,34,42,64,49,Yellow,Brown,Shows Teeth,Wide,,RKL Cap Sideways,,
6073,,,,186,47,54,47,38,Light Blue,Brown,Gold Saber Toothed,Wide,White Tee,Cap Forward,,
6074,,,,198,38,57,54,49,Cyan,Black,Saber Toothed,Closed Scar,White Tee,Beanie,,
6075,,,,145,32,42,42,29,Grey,Crystal,Regular,Red Glow,Robo Arm,Crown,Eye Scanner,Jesus Necklace
6076,,,,200,23,62,50,65,Yellow,Brown,Saber Toothed,Wide,Monk Robe,Tophat,,
6077,,,,200,51,22,71,56,Pink,Brown,Saber Toothed,Sad,Biker Jacket,Beanie,Blue Shades,
6078,,,,272,73,58,51,90,Light Blue,Pink,Regular,Sad,White Tee,Red Bandana,,
6079,,,,199,56,56,44,43,Yellow,White Noise,Tongue Out,Angry Scar,Biker Jacket,,,
6080,,,,276,66,100,40,70,Light Grey,Brown,Tongue Out,Angry,Biker Jacket,Cap Forward,,
6081,,,,217,75,35,32,75,Pink,Black,Ooh,Regular,,Blonde Bun,Vibe Glasses,
6082,,,,188,35,52,50,51,Yellow,White Noise,Tongue Out,Angry Wink,Biker Jacket,Green Beret,,
6083,,,,204,57,47,62,38,Light Blue,Red,Gold Saber Toothed,Angry,Navy Suit,RKL Cap Sideways,,
6084,,,,228,34,60,72,62,Cyan,Brown,Gold Saber Toothed,Sad,Shirt And Tie,Winter Hat,,
6085,,,,251,63,69,64,55,Pink,Green,Scream,Angry Wink,,,,
6086,,,,203,40,64,54,45,Brown,Brown,Regular,Bloodshot,Red Kimono,Purple Bandana,,
6087,,,,238,79,20,78,61,Gold,Brown,Regular,Bloodshot,RKL Tee,,,
6088,,,,210,55,46,72,37,Light Grey,Zebra,Scream,Red Glow,Pimp Jacket,Halo,,Silver Chain
6089,,,,155,37,52,36,30,Light Blue,Green,Full Beard,Regular,Shirt And Tie,Ski Glasses,Red Shades,
6090,,,,187,58,40,54,35,Brown,Brown,Regular,Regular,Fusion Gi,,,
6091,,,,225,63,37,50,75,Cyan,Red,Saber Toothed,Bloodshot,Dego Tee Blooded,Beanie,Gold Stud,
6092,,,,169,38,40,35,56,Dark Blue,Pink,Kiss,Angry,Yellow Suit,Horse Jockey Hat,,
6093,,,,199,28,56,53,62,Cyan,Grey,Saber Toothed,Regular,Cyan Jersey,,,
6094,,,,177,38,61,35,43,Light Blue,Black,Referee,Angry,Cheetah Dego Tee,Beanie,,
6095,,,,196,48,55,65,28,Red,White Noise,Ooh,Wide,Dress,,,
6096,,,,202,54,58,38,52,Light Grey,Black,Drool,Wide,Shaolin Vest,,Vibe Glasses,
6097,,,,216,51,52,41,72,Grey,Grey,Regular,Closed,Monk Robe,Beanie,,
6098,,,,182,53,15,67,47,Light Blue,Pink,Gold Smirk,Closed,Dress,Cap Forward,,
6099,,,,216,35,44,65,72,Grey,Pink,Regular,Sad,Dress,Beanie,,
6100,,,,225,59,44,54,68,Grey,Pink,Saber Toothed,Sad,White Tee,,,
6101,,,,185,63,24,60,38,Yellow,Red,Ooh,Regular,Shaolin Vest,,,
6102,,,,198,70,11,53,64,Purple,Sky Blue,Referee,Closed,Dress,,Red Shades,
6103,,,,225,58,72,35,60,Yellow,Pink,Tongue Out,Wide,Dego Tee Blooded,Winter Hat,,
6104,,,,153,26,43,28,56,Red,Grey,Regular,Sad,Monk Robe,RKL Cap Sideways,Monocle,
6105,,,,196,38,63,35,60,Brown,Grey,Shows Teeth,Closed Scar,Striped Tee,,Monocle,
6106,,,,221,45,67,65,44,Cyan,Black,Regular,Bloodshot,,,,
6107,,,,237,70,63,59,45,Light Blue,Pink,Regular,Angry,White Tee,Winter Hat,Exotic Earring,
6108,,,,223,58,48,44,73,Light Blue,Red,Tongue Out,Regular,Striped Tee,,,
6109,,,,191,55,48,64,24,Yellow,Brown,Cigar,Regular,Shirt And Tie,,,
6110,,,,211,44,55,66,46,Cyan,Sky Blue,Saber Toothed,Angry Wink,White Tee,Chopsticks Bun,,
6111,,,,185,47,28,55,55,Light Blue,Green,Gold Saber Toothed,Closed,Tracksuit,Horse Jockey Hat,Blue Shades,
6112,,,,131,27,7,50,47,Gold,Red,Gold Smirk,Angry,Shaolin Vest,,,
6113,,,,193,33,70,55,35,Dark Blue,Brown,Saber Toothed,Angry,White Tee,Purple Bandana,,
6114,,,,202,42,73,47,40,Cyan,Brown,Shows Teeth,Closed,,,,
6115,,,,189,52,52,49,36,Light Blue,Grey,Tongue Out,Wide,,,,
6116,,,,158,44,46,26,42,Grey,Black,Regular,Bloodshot,Shirt And Tie,Blonde Bun,,
6117,,,,180,77,52,1,50,Brown,Red,Regular,Wide,Yellow Suit,Horse Jockey Hat,,
6118,,,,167,34,46,49,38,Light Blue,Black,Referee,Regular,,King Band,Blue Shades,
6119,,,,171,74,41,15,41,Light Grey,Red,Shows Teeth,Sad,,Purple Bandana,,
6120,,,,198,28,41,73,56,Light Grey,Black,Regular,Sad,Trippy Tee,,,
6121,,,,212,26,70,49,67,Gold,Pink,Ooh,Closed,Striped Tee,Blonde Bun,,
6122,,,,195,53,42,32,68,Light Grey,White Noise,Gold Smirk,Wide Scar,,RKL Cap Forward,,
6123,,,,145,58,32,22,33,Purple,Brown,Kiss,Closed,Biker Jacket,RKL Cap Sideways,,
6124,,,,245,53,67,58,67,Purple,Pink,Regular,Wide Scar,Monk Robe,Purple Bandana,,
6125,,,,231,36,67,63,65,Cyan,Pink,Scream,Closed Scar,Dress,Cap Forward,,
6126,,,,263,69,69,46,79,Brown,Brown,Shows Teeth,Bloodshot,Cheetah Dego Tee,,,
6127,,,,215,50,89,42,34,Light Grey,Sky Blue,Missing Teeth,Angry Scar,Cyan Jersey,,,
6128,,,,213,57,29,71,56,Gold,Brown,Regular,Closed,,Bowler,,
6129,,,,89,40,4,44,1,Brown,White Noise,Regular,Regular,Dego Tee Blooded,RKL Cap Sideways,,
6130,,,,195,50,68,46,31,Light Grey,White Noise,Regular,Bloodshot,Shirt And Tie,Beanie,,
6131,,,,177,46,49,64,18,Yellow,Pink,Regular,Bloodshot,Tracksuit,Beanie,Blue Shades,
6132,,,,212,69,46,46,51,Brown,Brown,Scream,Angry Wink,Cyan Jersey,Winter Hat,,
6133,,,,209,58,51,49,51,Brown,Brown,Kiss,Sad,Navy Suit,Beanie,,
6134,,,,202,58,53,50,41,Light Blue,Sky Blue,Full Beard,Angry,,,,
6135,,,,251,63,73,57,58,Gold,Black,Tongue Out,Regular,Green Kimono,,Broken Glasses,
6136,,,,242,63,57,60,62,Gold,Red,Gold Smirk,Wide Scar,Biker Jacket,Cap Forward,,
6137,,,,168,23,38,54,53,Dark Blue,Sky Blue,Ooh,Regular,Trippy Tee,,,
6138,,,,190,48,29,54,59,Grey,White Noise,Shows Teeth,Wide,Fusion Gi,Bowler,,
6139,,,,271,57,74,67,73,Purple,Brown,Shows Teeth,Wide,Striped Tee,Blue Pigtails,Broken Glasses,
6140,,,,195,44,40,72,39,Gold,Red,Gold Scream,Angry Scar,Trippy Tee,Blonde Bun,Blue Shades,
6141,,,,182,45,75,43,19,Purple,Grey,Gold Smirk,Angry Scar,Tracksuit,RKL Cap Forward,,
6142,,,,201,36,52,67,46,Light Grey,Grey,Drool,Wide,Fusion Gi,RKL Cap Forward,,
6143,,,,210,58,41,49,62,Yellow,Red,Shows Teeth,Regular,Fusion Gi,King Band,,
6144,,,,191,58,35,37,61,Dark Blue,Red,Drool,Bloodshot,White Tee,Cap Forward,,
6145,,,,234,80,68,29,57,Pink,Camo,Scream,Wide,,Crown,,
6146,,,,219,53,49,76,41,Red,Green,Regular,Regular,Trippy Tee,Cap Forward,3D Glasses,
6147,,,,247,93,50,63,41,Brown,Red,Missing Teeth,Closed,Navy Suit,Chopsticks Bun,,
6148,,,,179,36,41,50,52,Dark Blue,Pink,Gold Smirk,Angry,,,,
6149,,,,218,64,63,55,36,Purple,Red,Regular,Angry Wink,Fusion Gi,Blue Pigtails,,
6150,,,,160,53,31,44,32,Dark Blue,Brown,Regular,Regular,Striped Tee,Red Bandana,,
6151,,,,230,49,69,68,44,Gold,Grey,Kiss,Wide,White Tee,,Red Shades,
6152,,,,246,73,48,58,67,Pink,Black,Regular,Bloodshot,Hawaii Shirt,RKL Cap Forward,,
6153,,,,182,26,33,65,58,Dark Blue,Sky Blue,Scream,Angry Wink,Red Kimono,RKL Cap Sideways,,
6154,,,,183,37,72,20,54,Brown,Red,Ooh,Sad,,Beanie,Gem Earring,
6155,,,,212,58,28,66,60,Brown,Red,Referee,Closed,Shaolin Vest,,,
6156,,,,212,50,57,68,37,Cyan,Red,Saber Toothed,Regular,White Tee,Chopsticks Bun,,
6157,,,,182,66,26,47,43,Grey,Pink,Kiss,Wide,Shaolin Vest,King Band,,
6158,,,,184,48,44,49,43,Gold,Pink,Kiss,Wide,Cheetah Dego Tee,King Band,,
6159,,,,221,61,69,38,53,Purple,Pink,Referee,Sad,Fusion Gi,King Band,,
6160,,,,131,41,54,23,13,Cyan,Black,Tongue Out,Closed,Hawaii Shirt,,,
6161,,,,201,58,53,52,38,Dark Blue,Sky Blue,Gold Saber Toothed,Closed Scar,Trippy Tee,Blonde Bun,Monocle,
6162,,,,171,32,35,61,43,Light Blue,Pink,Ooh,Wide Scar,Shirt And Tie,,Broken Glasses,
6163,,,,224,62,73,66,23,Gold,Black,Saber Toothed,Closed,Shaolin Vest,Blonde Bun,,
6164,,,,196,49,39,68,40,Cyan,Pink,Regular,Bloodshot,,Beanie,,
6165,,,,178,24,50,56,48,Pink,Black,Shows Teeth,Wide Scar,Yellow Suit,Cap Forward,,
6166,,,,160,27,53,44,36,Red,Sky Blue,Regular,Wide Scar,,Winter Hat,,
6167,,,,185,24,53,59,49,Cyan,Black,Gold Saber Toothed,Wide Scar,Biker Jacket,RKL Cap Forward,,
6168,,,,146,57,14,23,52,Purple,Black,Shows Teeth,Wide Scar,Shaolin Vest,Russian Cap,,
6169,,,,192,35,33,67,57,Brown,Sky Blue,Regular,Angry,,Green Beret,,
6170,,,,192,38,24,58,72,Pink,Brown,Full Beard,Wide,Shirt And Tie,Horse Jockey Hat,,
6171,,,,234,79,68,31,56,Brown,White Noise,Drool,Angry Scar,Red Kimono,Russian Cap,,
6172,,,,194,58,42,34,60,Pink,Black,Saber Toothed,Angry,Cheetah Dego Tee,,,
6173,,,,192,51,40,51,50,Yellow,Black,Shows Teeth,Wide Scar,,,,
6174,,,,170,37,47,7,79,Yellow,Brown,Full Beard,Bloodshot,,Beanie,3D Glasses,
6175,,,,149,46,51,31,21,Dark Blue,Pink,Gold Saber Toothed,Regular,Shirt And Tie,,Red Shades,
6176,,,,224,68,44,49,63,Yellow,Black,Shows Teeth,Sad,Green Kimono,,,
6177,,,,195,45,38,68,44,Cyan,Black,Gold Smirk,Regular,Lab Coat,King Band,,
6178,,,,176,68,23,41,44,Pink,Pink,Regular,Sad,Hawaii Shirt,Purple Bandana,,
6179,,,,155,41,50,21,43,Cyan,Sky Blue,Gold Saber Toothed,Angry Wink,Trippy Tee,Winter Hat,3D Glasses,
6180,,,,199,19,78,35,67,Purple,Green,Scream,Closed,Tracksuit,,,
6181,,,,159,33,45,35,46,Pink,Pink,Kiss,Regular,Lab Coat,,,
6182,,,,230,58,45,52,75,Light Grey,Sky Blue,Gold Scream,Wide,Tracksuit,,,
6183,,,,255,53,57,81,64,Dark Blue,Brown,Shows Teeth,Angry Wink,Tracksuit,Bowler,,
6184,,,,160,22,59,43,36,Brown,Black,Regular,Regular,RKL Tee,King Band,Broken Glasses,
6185,,,,192,68,44,44,36,Light Grey,Green,Ooh,Angry Scar,Green Kimono,Blonde Bun,,
6186,,,,146,46,36,31,33,Gold,Pink,Regular,Angry,Shaolin Vest,Bowler,,
6187,,,,199,32,54,60,53,Cyan,Grey,Tongue Out,Wide Scar,Striped Tee,,Broken Glasses,
6188,,,,182,38,43,36,65,Cyan,White Noise,Referee,Closed Scar,Hawaii Shirt,Bowler,,
6189,,,,218,58,51,43,66,Dark Blue,Grey,Kiss,Closed,Dress,Beanie,,
6190,,,,247,75,51,49,72,Grey,Black,Shows Teeth,Wide,RKL Tee,Beanie,,
6191,,,,178,37,48,45,48,Grey,Red,Regular,Closed,Cheetah Dego Tee,,,
6192,,,,156,48,48,33,27,Dark Blue,Brown,Ooh,Wide Scar,White Tee,Winter Hat,,
6193,,,,237,69,60,48,60,Yellow,Green,Shows Teeth,Bloodshot,,Beanie,,
6194,,,,184,66,9,47,62,Yellow,Black,Shows Teeth,Closed,Cheetah Dego Tee,Purple Bandana,,
6195,,,,204,43,48,54,59,Cyan,Black,Regular,Wide,,Winter Hat,Blue Shades,
6196,,,,173,36,40,58,39,Brown,White Noise,Ooh,Wide,Trippy Tee,Purple Bandana,Monocle,
6197,,,,210,47,65,49,49,Purple,Red,Ooh,Sad,Lab Coat,Beanie,,
6198,,,,199,44,78,29,48,Red,Red,Missing Teeth,Closed,Striped Tee,Horse Jockey Hat,Blue Shades,
6199,,,,198,47,45,68,38,Brown,Green,Drool,Angry,Cyan Jersey,Horse Jockey Hat,,
6200,,,,227,79,34,55,59,Gold,Black,Gold Saber Toothed,Regular,Dress,Cap Forward,3D Glasses,
6201,,,,206,72,63,24,47,Light Grey,Brown,Gold Scream,Angry,Dego Tee Blooded,Beanie,Blue Shades,
6202,,,,204,73,42,61,28,Purple,Brown,Saber Toothed,Sad,Trippy Tee,,Exotic Earring,
6203,,,,165,16,41,68,40,Red,White Noise,Scream,Wide,Trippy Tee,Blonde Bun,,
6204,,,,226,67,41,48,70,Light Grey,Green,Tongue Out,Angry Wink,Shaolin Vest,Green Beret,,
6205,,,,212,45,92,20,55,Gold,Grey,Regular,Angry,Striped Tee,Winter Hat,,
6206,,,,228,63,69,41,55,Dark Blue,Sky Blue,Referee,Regular,Striped Tee,Winter Hat,3D Glasses,
6207,,,,188,23,51,67,47,Gold,Grey,Ooh,Angry,Dress,Purple Bandana,,
6208,,,,185,29,55,63,38,Purple,Black,Regular,Bloodshot,Striped Tee,,,
6209,,,,214,76,44,42,52,Light Blue,Pink,Gold Smirk,Angry Scar,Trippy Tee,Cap Forward,,
6210,,,,209,59,57,38,55,Light Grey,Grey,Regular,Angry Scar,Yellow Suit,,,
6211,,,,218,55,50,58,55,Pink,Grey,Ooh,Regular,White Tee,RKL Cap Forward,,
6212,,,,128,21,18,36,53,Red,Red,Shows Teeth,Closed,,King Band,,
6213,,,,164,73,10,53,28,Purple,Grey,Missing Teeth,Wide Scar,Shirt And Tie,Green Beret,,
6214,,,,266,56,79,63,68,Cyan,Sky Blue,Regular,Closed Scar,Hawaii Shirt,Horse Jockey Hat,,
6215,,,,169,41,64,35,29,Dark Blue,Pink,Ooh,Bloodshot,White Tee,,Vibe Glasses,
6216,,,,227,57,60,47,63,Pink,Black,Regular,Wide,Hawaii Shirt,Tophat,,
6217,,,,229,52,50,64,63,Grey,Brown,Gold Saber Toothed,Wide Scar,Cheetah Dego Tee,,,
6218,,,,201,50,54,63,34,Light Blue,Pink,Regular,Angry Wink,Dego Tee Blooded,,,
6219,,,,227,82,47,44,54,Yellow,White Noise,Drool,Angry Scar,Dego Tee Blooded,Cap Forward,Gem Earring,
6220,,,,208,51,48,50,59,Brown,Pink,Tongue Out,Regular,Striped Tee,Green Beret,,
6221,,,,237,53,63,52,69,Yellow,White Noise,Shows Teeth,Angry Wink,,Winter Hat,,
6222,,,,241,52,86,65,38,Purple,Black,Scream,Angry,Yellow Suit,Horse Jockey Hat,,
6223,,,,203,71,50,45,37,Purple,Sky Blue,Scream,Closed,Biker Jacket,Purple Bandana,,
6224,,,,160,41,67,31,21,Brown,Pink,Scream,Sad,,Blonde Bun,,
6225,,,,164,41,57,28,38,Light Grey,Brown,Regular,Regular,Shaolin Vest,Cap Forward,,
6226,,,,218,48,52,56,62,Yellow,Brown,Ooh,Closed Scar,Shirt And Tie,Purple Bandana,,
6227,,,,226,62,53,49,62,Red,Zebra,Bubble Gum,Angry,Space Suit,,,
6228,,,,173,40,46,58,29,Pink,Black,Gold Scream,Closed,,Blue Pigtails,,
6229,,,,184,53,60,12,59,Yellow,Red,Ooh,Bloodshot,,Russian Cap,,
6230,,,,141,25,11,68,37,Grey,Brown,Drool,Angry Wink,Dego Tee Blooded,,,
6231,,,,218,62,67,24,65,Cyan,Grey,Missing Teeth,Regular,Striped Tee,Horse Jockey Hat,Exotic Earring,
6232,,,,135,43,12,18,62,Grey,Black,Scream,Angry,Striped Tee,Purple Bandana,,
6233,,,,160,32,51,32,45,Pink,White Noise,Cigar,Wide Scar,Yellow Suit,RKL Cap Forward,,
6234,,,,203,60,21,61,61,Purple,Grey,Gold Scream,Angry,Red Kimono,Cap Forward,Vibe Glasses,
6235,,,,238,73,78,23,64,Dark Blue,Black,Shows Teeth,Bloodshot,,,,
6236,,,,169,65,45,27,32,Red,Black,Shows Teeth,Closed Scar,Striped Tee,,Blue Shades,
6237,,,,133,62,11,28,32,Red,Brown,Ooh,Regular,Biker Jacket,,,
6238,,,,230,65,93,33,39,Yellow,Red,Scream,Regular,Cyan Jersey,Blue Pigtails,Monocle,
6239,,,,233,62,60,51,60,Light Blue,Black,Regular,Closed,Red Kimono,,Gold Stud,
6240,,,,183,55,49,47,32,Light Blue,Brown,Saber Toothed,Closed Scar,Shaolin Vest,Winter Hat,Vibe Glasses,
6241,,,,211,54,38,43,76,Dark Blue,Pink,Scream,Angry,Red Kimono,Green Beret,,
6242,,,,169,30,46,52,41,Purple,Black,Saber Toothed,Bloodshot,White Tee,Russian Cap,,
6243,,,,175,34,44,68,29,Gold,Pink,Tongue Out,Angry,Shaolin Vest,Blue Pigtails,,
6244,,,,212,46,60,65,41,Light Blue,Pink,Regular,Regular,Dego Tee Blooded,,,
6245,,,,207,41,41,58,67,Brown,Brown,Ooh,Wide,White Tee,Beanie,Blue Shades,
6246,,,,195,42,39,56,58,Cyan,Black,Kiss,Bloodshot,,,,
6247,,,,172,35,39,64,34,Brown,Red,Saber Toothed,Wide Scar,Monk Robe,Green Beret,,
6248,,,,206,59,40,61,46,Grey,White Noise,Tongue Out,Regular,,,,
6249,,,,225,44,57,59,65,Purple,White Noise,Scream,Wide,Monk Robe,Bowler,,
6250,,,,195,46,31,66,52,Purple,Grey,Shows Teeth,Bloodshot,Striped Tee,,,
6251,,,,209,26,69,46,68,Dark Blue,Pink,Drool,Bloodshot,Striped Tee,Horse Jockey Hat,,
6252,,,,214,50,58,43,63,Light Grey,Black,Saber Toothed,Wide,Trippy Tee,,Blue Shades,
6253,,,,224,72,47,41,64,Light Grey,White Noise,Kiss,Angry Scar,Shirt And Tie,Bowler,Broken Glasses,
6254,,,,206,45,36,74,51,Dark Blue,Camo,Shows Teeth,Regular,Space Suit,Mamba Band,,
6255,,,,165,55,27,36,47,Red,Grey,Saber Toothed,Regular,Tracksuit,Tophat,,
6256,,,,179,45,35,43,56,Light Blue,Brown,Regular,Bloodshot,Fusion Gi,Russian Cap,,
6257,,,,244,72,50,54,68,Dark Blue,Brown,Scream,Wide,Tracksuit,RKL Cap Forward,,
6258,,,,190,43,53,49,45,Gold,Grey,Gold Scream,Closed,Dego Tee Blooded,Chopsticks Bun,Blue Shades,
6259,,,,203,79,49,53,22,Cyan,Black,Ooh,Wide,Shirt And Tie,Purple Bandana,,
6260,,,,171,58,58,16,39,Brown,Pink,Cigar,Regular,Trippy Tee,,,
6261,,,,227,40,62,54,71,Red,Brown,Regular,Sad,Biker Jacket,,,
6262,,,,199,58,53,64,24,Dark Blue,Brown,Scream,Closed,White Tee,RKL Cap Forward,Vibe Glasses,
6263,,,,201,43,36,50,72,Yellow,Brown,Kiss,Wide,Yellow Suit,,Gold Stud,
6264,,,,153,50,28,44,31,Cyan,Brown,Regular,Closed,Dego Tee Blooded,,Red Shades,
6265,,,,177,22,32,69,54,Grey,Red,Gold Smirk,Regular,Fusion Gi,Purple Bandana,Gem Earring,
6266,,,,166,45,37,55,29,Yellow,Grey,Regular,Angry Wink,Hawaii Shirt,Purple Bandana,Vibe Glasses,
6267,,,,176,50,44,52,30,Pink,Pink,Regular,Sad,Shaolin Vest,RKL Cap Sideways,3D Glasses,
6268,,,,158,45,58,22,33,Purple,Green,Kiss,Sad,,Green Beret,,
6269,,,,197,33,58,54,52,Gold,Zebra,Diamond Teeth,Angry,,Crown,,
6270,,,,197,64,40,37,56,Pink,Sky Blue,Kiss,Bloodshot,Red Kimono,,,
6271,,,,160,59,49,21,31,Light Blue,Sky Blue,Kiss,Regular,Shaolin Vest,,,
6272,,,,193,51,62,25,55,Cyan,White Noise,Drool,Wide Scar,Hawaii Shirt,,,
6273,,,,181,46,49,44,42,Dark Blue,Brown,Full Beard,Wide,,,Blue Shades,
6274,,,,182,34,43,54,51,Grey,Sky Blue,Ooh,Wide,White Tee,Winter Hat,,
6275,,,,197,35,46,63,53,Red,Brown,Regular,Regular,,Green Beret,Broken Glasses,
6276,,,,184,34,58,30,62,Grey,Red,Saber Toothed,Wide Scar,Shirt And Tie,Green Beret,3D Glasses,
6277,,,,205,69,49,59,28,Yellow,Black,Regular,Wide,Red Kimono,King Band,,
6278,,,,252,62,77,54,59,Pink,Grey,Ooh,Closed,Dress,Beanie,3D Glasses,
6279,,,,195,31,57,46,61,Cyan,Black,Ooh,Sad,Shirt And Tie,Beanie,,
6280,,,,135,40,0,45,50,Dark Blue,Green,Tongue Out,Sad,Shaolin Vest,Beanie,,
6281,,,,214,63,54,48,49,Yellow,Pink,Drool,Regular,Trippy Tee,,,
6282,,,,198,50,54,50,44,Dark Blue,Brown,Kiss,Closed Scar,,RKL Cap Sideways,,
6283,,,,217,67,66,52,32,Brown,Pink,Shows Teeth,Regular,White Tee,Beanie,Vibe Glasses,
6284,,,,182,46,38,62,36,Purple,Pink,Gold Smirk,Angry,Shirt And Tie,Beanie,,
6285,,,,196,53,48,62,33,Cyan,Red,Tongue Out,Angry,RKL Tee,Blonde Bun,Exotic Earring,
6286,,,,239,25,56,88,70,Red,Green,Gold Scream,Bloodshot,Hawaii Shirt,,,
6287,,,,221,44,61,68,48,Red,Black,Shows Teeth,Wide Scar,Dego Tee Blooded,Tophat,Monocle,
6288,,,,197,73,59,34,31,Gold,Sky Blue,Regular,Angry,Red Kimono,King Band,,
6289,,,,155,40,36,42,37,Dark Blue,Pink,Shows Teeth,Closed Scar,Trippy Tee,,,
6290,,,,181,51,44,45,41,Light Blue,Red,Shows Teeth,Wide Scar,White Tee,Purple Bandana,3D Glasses,
6291,,,,179,51,50,34,44,Red,Pink,Full Beard,Closed Scar,Dego Tee Blooded,Cap Forward,3D Glasses,
6292,,,,237,73,44,73,47,Cyan,Grey,Scream,Regular,Dego Tee Blooded,Bowler,Vibe Glasses,
6293,,,,203,31,63,59,50,Dark Blue,Black,Regular,Wide,Dego Tee Blooded,Winter Hat,Vibe Glasses,
6294,,,,239,42,53,60,84,Light Blue,Brown,Tongue Out,Angry,,,3D Glasses,
6295,,,,210,46,35,93,36,Light Grey,Black,Gold Smirk,Angry Scar,Striped Tee,,,
6296,,,,228,47,48,52,81,Pink,Grey,Ooh,Bloodshot,Dego Tee Blooded,Bowler,Blue Shades,
6297,,,,209,62,44,77,26,Light Grey,Red,Shows Teeth,Regular,Striped Tee,Beanie,,
6298,,,,215,52,31,64,68,Cyan,Red,Gold Smirk,Wide,Hawaii Shirt,Horse Jockey Hat,Exotic Earring,
6299,,,,180,28,32,58,62,Cyan,Grey,Kiss,Closed,,,,
6300,,,,189,59,38,42,50,Red,Brown,Regular,Wide Scar,Shirt And Tie,Beanie,Red Shades,
6301,,,,225,69,67,50,39,Brown,Red,Kiss,Wide,Biker Jacket,,,
6302,,,,236,60,53,56,67,Brown,Brown,Saber Toothed,Angry Scar,Shaolin Vest,Beanie,3D Glasses,
6303,,,,222,53,53,50,66,Purple,Brown,Shows Teeth,Wide Scar,RKL Tee,Winter Hat,,
6304,,,,210,65,39,62,44,Purple,Brown,Kiss,Bloodshot,Dego Tee Blooded,RKL Cap Sideways,,
6305,,,,219,43,52,71,53,Yellow,Black,Regular,Wide,Cheetah Dego Tee,Blonde Bun,Blue Shades,
6306,,,,179,37,47,37,58,Red,Pink,Shows Teeth,Wide Scar,White Tee,RKL Cap Sideways,Blue Shades,
6307,,,,223,66,76,45,36,Light Blue,Grey,Ooh,Wide,Dress,Beanie,,
6308,,,,251,63,59,57,72,Brown,Grey,Shows Teeth,Sad,Shirt And Tie,,Exotic Earring,
6309,,,,179,78,33,34,34,Grey,Sky Blue,Saber Toothed,Sad,Shaolin Vest,Purple Bandana,,
6310,,,,227,65,37,51,74,Light Blue,Sky Blue,Drool,Regular,Hawaii Shirt,Winter Hat,,
6311,,,,202,63,38,50,51,Yellow,Green,Cigar,Regular,White Tee,,,
